geoid_2010,geoid_2020,AREALAND_INT
060014283011027,060014283011004,19525
060014283011028,060014283011004,698
060014283011029,060014283011004,868
060014283011030,060014283011009,432
060014283011031,060014283011027,8926
060014283011032,060014283011009,28128
060014283011033,060014283011009,1099
060014283011034,060014283011026,4358
060014283011035,060014283011027,9392
060014283011036,060014283011009,1190
060014283011037,060014283011031,6095
060014283011038,060014283011028,3805
060014283011039,060014283011029,26608
060014283011040,060014283011010,10171
060014283011041,060014283011011,11847
060014283011042,060014283011012,12345
060014283011043,060014283011021,27737
060014283011044,060014283011022,8455
060014283011045,060014283011023,16921
060014283011046,060014283011024,22254
060014283011047,060014283011030,4715
060014283011048,060014283011033,3823
060014283011049,060014283011032,10527
060014283012000,060014283012000,27055
060014283012001,060014283012001,13226
060014283012002,060014283012002,6493
060014283012003,060014283012003,9062
060014283012004,060014283012004,20307
060014283012005,060014283012005,7695
060014283012006,060014283012006,16893
060014283012007,060014283012004,376
060014283012008,060014283012007,10330
060014283012009,060014283012008,10426
060014283012010,060014283012009,4566
060014283012011,060014283012010,5147
060014283012012,060014283012011,3610
060014283012013,060014283012012,13042
060014283012014,060014283012013,12054
060014283012015,060014283012012,560
060014283012016,060014283012014,7646
060014283013000,060014283013000,6159
060014283013001,060014283013001,490
060014283013002,060014283013001,13346
060014283013003,060014283013001,269
060014283013004,060014283013002,12802
060014283013005,060014283013006,11128
060014283013006,060014283013002,779
060014283013007,060014283013002,312
060014283013008,060014283013005,724
060014283013009,060014283013003,25195
060014283013010,060014283013004,10152
060014283013011,060014283013009,13163
060014283013012,060014283013010,3205
060014283013013,060014283013003,695
060014283013014,060014283013007,10881
060014283013015,060014283013005,10991
060014283013016,060014283013008,13081
060014283013017,060014283013008,630
060014283013018,060014283013011,11141
060014283013019,060014283013009,270
060014283014000,060014283014001,0
060014283014001,060014283014002,0
060014283014002,060014283014004,177160
060014283014003,060014283014003,10353
060014283014004,060014283014002,710
060014283014005,060014283014004,1170
060014283014006,060014090002013,1003
060014283014007,060014283014008,1320385
060014283014008,060014283014009,8467
060014283014009,060014283014010,2541
060014283014010,060014283014011,2566
060014283014011,060014283014012,28553
060014283014012,060014283014003,290
060014283014013,060014283014006,13549
060014283014014,060014283014007,22383
060014283014015,060014283014018,8351
060014283014016,060014283014013,512314
060014283014017,060014283014026,6411
060014283014018,060014283014019,69241
060014283014019,060014283014026,7719
060014283014020,060014283014020,11228
060014283014021,060014283014016,1204
060014283014022,060014283014029,73923
060014283014023,060014283014021,14314
060014283014024,060014283014022,47233
060014283014025,060014283014017,26613
060014283014026,060014283014029,60793
060014283014027,060014283014035,1500
060014283014028,060014283014014,13770
060014283014029,060014283014037,287671
060014283014030,060014283014013,32850
060014283014031,060014283014013,14483
060014283014032,060014283014028,13939
060014283014033,060014283014027,4762
060014283014034,060014283014024,49917
060014283014035,060014283014013,15178
060014283014036,060014283014025,353
060014283014037,060014283014024,259
060014283014038,060014283014022,967
060014283014039,060014283014023,10552
060014283014040,060014283014015,3490
060014283014041,060014283014033,88451
060014283014042,060014090002019,1819
060014283014043,060014090002004,160662
060014283014044,060014283014036,5594
060014283014045,060014283014026,2879
060014283014046,060014283014030,0
060014283014047,060014283014013,12364
060014283021000,060014283021000,0
060014283021001,060014283021001,29370
060014283021002,060014283021001,244089
060014283021003,060014283021001,12448
060014283021004,060014283021002,17377
060014283021005,060014283021009,39024
060014283021006,060014283021007,15757
060014283021007,060014283021008,5800
060014283021008,060014283021006,19787
060014283021009,060014283022000,274
060014283021010,060014283021004,17677
060014283021011,060014283021007,48445
060014283021012,060014283021005,1511
060014283021013,060014283021011,47009
060014283021014,060014283021001,400
060014283021015,060014283021003,21780
060014283021016,060014283021012,64329
060014283021017,060014283021013,15428
060014283021018,060014283021014,7272
060014283021019,060014283021012,94735
060014283021020,060014283021012,5433
060014283021021,060014283021015,8678
060014283021022,060014283021010,2095
060014283021023,060014283021016,9513
060014283022000,060014283022000,547832
060014283022001,060014283022008,15766
060014283022002,060014283022005,3159
060014283022003,060014283022004,12339
060014283022004,060014283022012,6387
060014283022005,060014283022008,10882
060014283022006,060014283022001,28551
060014283022007,060014283022000,9948
060014283022008,060014283022002,1600
060014283022009,060014283022000,19938
060014283022010,060014283022000,485
060014283022011,060014283022004,9795
060014283022012,060014283022009,19630
060014283022013,060014283022000,1158
060014283022014,060014283022008,10674
060014283022015,060014283022000,25952
060014283022016,060014283022000,1488
060014283022017,060014283022000,11316
060014283022018,060014283022000,10650
060014283022019,060014283022003,18111
060014283022020,060014283022006,2103
060014283022021,060014283022008,15770
060014283022022,060014283022016,1121
060014283022023,060014283022000,437
060014283022024,060014283022017,5103
060014283022025,060014283022010,2150
060014283022026,060014283022007,3620
060014283022027,060014283022000,19419
060014283022028,060014283022000,12442
060014283022029,060014283022006,255
060014283022030,060014283022013,22046
060014283022031,060014283022014,1726
060014283022032,060014283022015,1791
060014283022033,060014283022011,2143
060014283023000,060014283023000,0
060014283023001,060014283023000,0
060014283023002,060014283023001,310385
060014283023003,060014283023001,1327
060014283023004,060014283023007,11504
060014283023005,060014283023005,12369
060014283023006,060014283023005,11732
060014283023007,060014283023006,29907
060014283023008,060014283023003,14001
060014283023009,060014283023004,58796
060014283023010,060014283023008,8710
060014283023011,060014283023009,8511
060014283023012,060014283023011,14543
060014283023013,060014283023009,14261
060014283023014,060014283023012,9170
060014283023015,060014283023011,13731
060014283023016,060014283023010,9618
060014283023017,060014283023010,10538
060014283023018,060014283023008,25012
060014283023019,060014283023012,28063
060014283023020,060014283023006,9170
060014283023021,060014283023003,15360
060014283023022,060014283023007,9324
060014283023023,060014283023006,16147
060014284001000,060014284002001,849
060014284001001,060014284002002,865
060014284001002,060014284002005,807
060014284001003,060014284001007,2516
060014284001004,060014284001000,130650
060014284001005,060014284001004,3939
060014284001006,060014284001001,25985
060014284001007,060014284001003,28036
060014284001008,060014284001004,59815
060014284001009,060014284001004,6826
060014284001010,060014284001005,53453
060014284001011,060014284001006,4176
060014284001012,060014284001005,4709
060014284001013,060014284001005,17217
060014284001014,060014284001005,4292
060014284001015,060014284001005,77342
060014284001016,060014284001005,25129
060014284001017,060014284001008,3941
060014284001018,060014284001008,1222
060014284001019,060014284001009,40348
060014284001020,060014284001010,0
060014284002000,060014284002000,29983
060014284002001,060014284002001,10861
060014284002002,060014284002002,10431
060014284002003,060014284002003,31638
060014284002004,060014284002004,31752
060014284002005,060014284002005,9512
060014284003000,060014284003000,30746
060014284003001,060014284003001,32156
060014284003002,060014284003002,30186
060014284003003,060014284003003,31540
060014284003004,060014284003004,31484
060014284003005,060014284003005,31433
060014285001000,060014285001000,670
060014285001001,060014285001000,14645
060014285001002,060014285001000,16372
060014285001003,060014285001001,128465
060014285001004,060014285001004,12171
060014285001005,060014285001003,9908
060014285001006,060014285001005,10149
060014285001007,060014285001009,2538
060014285001008,060014285001010,38274
060014285001009,060014285001011,0
060014285001010,060014285001001,30731
060014285001011,060014285001001,765
060014285001012,060014285001008,1852
060014285001013,060014285001007,6632
060014285001014,060014285001006,9902
060014285001015,060014285003000,66514
060014285001016,060014285001001,3861
060014285001017,060014285001012,5149
060014285001018,060014285001002,13558
060014285001019,060014285003001,1407
060014285001020,060014285003002,3381
060014285002000,060014285002000,18495
060014285002001,060014285002001,17350
060014285002002,060014285002002,11488
060014285002003,060014285002003,19641
060014285002004,060014285002004,556
060014285002005,060014285002005,742
060014285002006,060014285002005,38689
060014285002007,060014285002004,6677
060014285002008,060014285002006,0
060014285002009,060014285002005,10203
060014285002010,060014285002007,10908
060014285002011,060014285002008,1837
060014285002012,060014285002007,18951
060014285002013,060014285002007,85004
060014285002014,060014285002007,843
060014285002015,060014285002007,863
060014285002016,060014285002007,666
060014285002017,060014285002007,374
060014285002018,060014285002007,488
060014285002019,060014285002007,977
060014285002020,060014285002009,1273
060014285002021,060014285002007,591
060014285002022,060014285002005,567
060014286001000,060014286002010,4654
060014286001001,060014286001005,43751
060014286001002,060014286002012,60797
060014286001003,060014286002003,2705
060014286001004,060014286002000,601
060014286001005,060014286002002,20918
060014286001006,060014286002001,21186
060014286001007,060014286002005,20947
060014286001008,060014286002004,21197
060014286001009,060014286002008,20805
060014286001010,060014286002009,21041
060014286001011,060014286002000,638
060014286001012,060014286002000,632
060014286001013,060014286002000,626
060014286001014,060014286002000,636
060014286001015,060014286002000,625
060014286002000,060014286002000,385297
060014286002001,060014286002006,4123
060014286002002,060014286002007,4819
060014286002003,060014286002007,2535
060014286002004,060014286002011,0
060014286003000,060014286001000,0
060014286003001,060014286001001,112357
060014286003002,060014286001003,927
060014286003003,060014286001006,948
060014286003004,060014286001006,915
060014286003005,060014286001001,572
060014286003006,060014286001001,840
060014286003007,060014286001003,922
060014286003008,060014286001001,13292
060014286003009,060014286001004,3286
060014286003010,060014286001002,2281
060014286003011,060014286001005,60943
060014286003012,060014286001003,17800
060014286003013,060014286001006,33127
060014286003014,060014286001006,1142
060014286003015,060014286001006,260
060014286003016,060014286001001,9408
060014286003017,060014286001000,0
060014286003018,060014286001001,715
060014286003019,060014286001001,652
060014287001000,060014287003000,0
060014287001001,060014287003001,0
060014287001002,060014287003002,9910
060014287001003,060014287003003,1650
060014287001004,060014287003004,704039
060014287001005,060014287003016,16381
060014287001006,060014287003014,4576
060014287001007,060014287001056,61289
060014287001008,060014287003009,48399
060014287001009,060014287003005,11380
060014287001010,060014287001004,14333
060014287001011,060014287001052,8478
060014287001012,060014287001005,7874
060014287001013,060014287001047,4323
060014287001014,060014287003021,50543
060014287001015,060014287003019,9689
060014287001016,060014287003024,9164
060014287001017,060014287003022,10883
060014287001018,060014287001031,18293
060014287001019,060014287003003,15962
060014287001020,060014287003027,7337
060014287001021,060014287003025,999
060014287001022,060014287003025,23750
060014287001023,060014287003026,2763
060014287001024,060014287003025,10984
060014287001025,060014287003025,16885
060014287001026,060014287001002,51146
060014287001027,060014287003024,4110
060014287001028,060014287003030,3861
060014287001029,060014287003028,1915
060014287001030,060014287003029,2827
060014287001031,060014287001055,15355
060014287001032,060014287001054,3319
060014287001033,060014287001045,12999
060014287001034,060014287001046,2736
060014287001035,060014287001030,7119
060014287001036,060014287001007,7945
060014287001037,060014287001008,4116
060014287001038,060014287001009,16607
060014287001039,060014287001006,4766
060014287001040,060014287001033,6824
060014287001041,060014287001032,2392
060014287001042,060014287001024,54467
060014287001043,060014287001021,8081
060014287001044,060014287001011,7145
060014287001045,060014287001012,7948
060014287001046,060014287001013,44907
060014287001047,060014287001016,2622
060014287001048,060014287001018,2644
060014287001049,060014287001017,5246
060014287001050,060014287001015,5844
060014287001051,060014287001014,2100
060014287001052,060014287001019,3636
060014287001053,060014287001028,19845
060014287001054,060014287001029,2314
060014287001055,060014287001020,2882
060014287001056,060014287001027,8025
060014287001057,060014287001026,10084
060014287001058,060014287001040,9351
060014287001059,060014287001038,21340
060014287001060,060014287001039,2576
060014287001061,060014287001037,5572
060014287001062,060014287001036,7173
060014287001063,060014287001035,3991
060014287001064,060014287001034,4189
060014287001065,060014287001043,7191
060014287001066,060014287001044,2737
060014287001067,060014287001048,6424
060014287001068,060014287001049,6547
060014287001069,060014287001042,4036
060014287001070,060014287001041,6723
060014287001071,060014287001010,2564
060014287001072,060014287001025,10157
060014287001073,060014287001022,4953
060014287001074,060014287001023,5343
060014287001075,060014287001050,3920
060014287001076,060014287001051,3428
060014287001077,060014287001053,2568
060014287001078,060014287001057,3316
060014287001079,060014287001058,9043
060014287001080,060014287001059,3436
060014287001081,060014287002029,7355
060014287001082,060014287002029,2200
060014287002000,060014287002000,0
060014287002001,060014287002000,0
060014287002002,060014287002001,2071220
060014287002003,060014287002013,15977
060014287002004,060014287002005,5672
060014287002005,060014287002003,105952
060014287002006,060014287002010,2665
060014287002007,060014287002007,124264
060014287002008,060014287002001,170719
060014287002009,060014287002001,658403
060014287002010,060014287002001,469712
060014287002011,060014287002019,0
060014287002012,060014287002019,0
060014287002013,060014287002001,144372
060014287002014,060014287002020,0
060014287002015,060014287002001,496485
060014287002016,060014287002002,26047
060014287002017,060014287002001,2019
060014287002018,060014287002006,56436
060014287002019,060014287002009,68945
060014287002020,060014287002004,116080
060014287002021,060014287002015,61060
060014287002022,060014287002011,63828
060014287002023,060014287002017,848
060014287002024,060014287002018,2396
060014287002025,060014287002008,5801
060014287002026,060014287002057,64840
060014287002027,060014287002041,27373
060014287002028,060014287002038,3955
060014287002029,060014287002039,11258
060014287002030,060014287002036,19514
060014287002031,060014287002037,11112
060014287002032,060014287002023,14912
060014287002033,060014287002012,122710
060014287002034,060014287002027,6881
060014287002035,060014287002028,11359
060014287002036,060014287002025,20488
060014287002037,060014287002025,10812
060014287002038,060014287002022,12148
060014287002039,060014287002026,10798
060014287002040,060014287002021,20510
060014287002041,060014287002024,28424
060014287002042,060014287002029,741
060014287002043,060014287002029,19212
060014287002044,060014287002044,18690
060014287002045,060014287002033,24166
060014287002046,060014287002030,26085
060014287002047,060014287002032,8689
060014287002048,060014287002031,6221
060014287002049,060014287002030,23181
060014287002050,060014287002029,54956
060014287002051,060014287002045,30347
060014287002052,060014287002043,6409
060014287002053,060014287002043,3607
060014287002054,060014287002043,3516
060014287002055,060014287002042,10997
060014287002056,060014287002041,10174
060014287002057,060014287002034,29794
060014287002058,060014287002034,1948
060014287002059,060014287002034,3110
060014287002060,060014287002034,2810
060014287002061,060014287002025,2966
060014287002062,060014287002025,6299
060014287002063,060014287002055,6002
060014287002064,060014287002056,6084
060014287002065,060014287002055,811
060014287002066,060014287002038,6945
060014287002067,060014287002035,6451
060014287002068,060014287002054,1344
060014287002069,060014287002035,1842
060014287002070,060014287002049,10406
060014287002071,060014287002048,33419
060014287002072,060014287002047,30537
060014287002073,060014287002046,1506
060014287002074,060014287002042,7236
060014287002075,060014287002017,13199
060014287002076,060014287002017,2989
060014287002077,060014287002040,11571
060014287002078,060014287002040,2885
060014287002079,060014287002003,9403
060014287002080,060014287002023,4239
060014287002081,060014287002007,8099
060014287002082,060014287002003,10041
060014287002083,060014287002051,95960
060014287002084,060014287002052,26830
060014287002085,060014287002053,14361
060014287002086,060014287002014,52522
060014287002087,060014287002001,4234
060014287002088,060014287002001,60312
060014287002089,060014287002020,0
060014287002090,060014287002041,3427
060014287002091,060014287002000,0
060014287002092,060014287002017,6596
060014301011000,060014301011000,47658
060014301011001,060014301011002,32281
060014301011002,060014301011003,503035
060014301011003,060014301011006,3783
060014301011004,060014301011012,477
060014301011005,060014301011003,8386
060014301011006,060014301011003,6523
060014301011007,060014301011012,1091
060014301011008,060014301011022,759
060014301011009,060014301011004,1750
060014301011010,060014301011009,6316
060014301011011,060014301011023,1716
060014301011012,060014301011011,12747
060014301011013,060014301011001,6200
060014301011014,060014301011001,10576
060014301011015,060014301011025,43612
060014301011016,060014301011001,541
060014301011017,060014301011016,419
060014301011018,060014301011017,3253
060014301011019,060014301011016,1671
060014301011020,060014301011013,155020
060014301011021,060014301011026,54214
060014301011022,060014301011027,3414
060014301011023,060014301011021,4689
060014301011024,060014301011020,385
060014301011025,060014301011024,1736
060014301011026,060014301011022,79781
060014301011027,060014301011020,37308
060014301011028,060014301011019,3503
060014301011029,060014301011018,12641
060014301011030,060014301011013,13102
060014301011031,060014301011015,1380
060014301011032,060014301011014,415
060014301011033,060014301011013,6630
060014301012000,060014301012000,9523
060014301012001,060014301012001,6673
060014301012002,060014301012002,7959
060014301012003,060014301012003,5848
060014301012004,060014301012004,59958
060014301012005,060014301012005,62609
060014301012006,060014301012006,94706
060014301012007,060014301012009,10790
060014301012008,060014301012007,20484
060014301012009,060014301012008,16192
060014301012010,060014301012012,1192624
060014301012011,060014301012013,11953
060014301012012,060014301012010,86781
060014301012013,060014301014005,853
060014301012014,060014301014006,432
060014301012015,060014301014006,2752
060014301012016,060014301014000,996
060014301012017,060014301012014,1275
060014301012018,060014301012011,30680
060014301012019,060014301014005,3148
060014301013000,060014301013000,4265967
060014301013001,060014301013001,42740
060014301013002,060014301013008,1214
060014301013003,060014301013000,5736
060014301013004,060014301013008,4757104
060014301013005,060014301013002,22562
060014301013006,060014301013003,8116
060014301013007,060014301013003,6168030
060014301013008,060014301013004,8738
060014301013009,060014301014003,3058
060014301013010,060014301013007,2876
060014301013011,060014301014000,338
060014301013012,060014301014010,5711
060014301013013,060014301014009,76177
060014301013014,060014301014010,13666
060014301013015,060014301013003,23381
060014301013016,060014301013003,6655
060014301013017,060014301013005,12780
060014301013018,060014301014000,740425
060014301013019,060014301013006,9270
060014301013020,060014301013008,5206211
060014301013021,060014301013009,138047
060014301013022,060014301013011,19386
060014301013023,060014301014012,25414
060014301013024,060014301014013,114432
060014301013025,060014301013012,134742
060014301013026,060014301013012,8285
060014301013027,060014301013012,14676
060014301013028,060014301013012,8792
060014301013029,060014301013011,5375
060014301013030,060014301013010,834256
060014301013031,060014301013010,11171
060014301013032,060014301014001,1018
060014301013033,060014301014000,427
060014301013034,060014301014007,1689
060014301013035,060014301014002,1963
060014301013036,060014301014004,2380
060014301013037,060014301014000,487
060014301013038,060014301014000,455
060014301013039,060014301014008,95986
060014301013040,060014301014011,4915
060014301021000,060014301021000,31352098
060014301021001,060014301021000,1109
060014301021002,060014301021002,3202
060014301021003,060014301021004,107009
060014301021004,060014301021000,1273250
060014301021005,060014301021000,25636
060014301021006,060014301021001,349598
060014301021007,060014301021005,6112607
060014301021008,060014301021003,47253
060014301021009,060014301021004,32326
060014301021010,060014301021002,36937
060014301021011,060014301021006,689042
060014301021012,060014301021007,1818651
060014301021013,060014301021008,2852560
060014301021014,060014301021024,0
060014301021015,060014301021025,922649
060014301021016,060014301021026,1628256
060014301021017,060014301021026,2025
060014301021018,060014301021027,46501
060014301021019,060014301021028,4438345
060014301021020,060014301021030,848
060014301021021,060014301021038,11578
060014301021022,060014301021038,3293119
060014301021023,060014301021041,2162
060014301021024,060014301021041,8231
060014301021025,060014081001005,962
060014301021026,060014301021044,8354161
060014301021027,060014301021036,37156
060014301021028,060014301021045,221101
060014301021029,060014301021037,11287
060014301021030,060014301021037,49298
060014301021031,060014301021040,1669361
060014301021032,060014301021039,72131
060014301021033,060014301021022,9144
060014301021034,060014301021022,122633
060014301021035,060014301021021,20551
060014301021036,060014301021023,2219
060014301021037,060014301021009,927366
060014301021038,060014301021011,43221
060014301021039,060014301021013,63251
060014301021040,060014301021009,417
060014301021041,060014301021010,26650
060014301021042,060014301021012,3414
060014301021043,060014301021009,821
060014301021044,060014301021014,207544
060014301021045,060014301013003,657
060014301021046,060014301021009,214217
060014301021047,060014301021034,1119
060014301021048,060014301021012,157549
060014301021049,060014301021012,3164
060014301021050,060014301021016,256277
060014301021051,060014301021009,1765
060014301021052,060014301021013,769
060014301021053,060014301021017,3726
060014301021054,060014301021017,1597
060014301021055,060014301021010,849
060014301021056,060014301021017,1435
060014301021057,060014301021013,1178
060014301021058,060014301021009,1483
060014301021059,060014301021034,8161
060014301021060,060014301021034,435
060014301021061,060014301021034,807
060014301021062,060014301021016,15338
060014301021063,060014301021017,720955
060014301021064,060014301021011,14128
060014301021065,060014301021011,34428
060014301021066,060014301021018,2606
060014301021067,060014301021017,6478
060014301021068,060014301021009,1099
060014301021069,060014301021009,8470
060014301021070,060014301021034,1787
060014301021071,060014301021015,11799
060014301021072,060014301021032,2405
060014301021073,060014301021018,2208
060014301021074,060014301021020,44447
060014301021075,060014301021021,425
060014301021076,060014301021019,1474
060014301021077,060014301021033,0
060014301021078,060014301021033,0
060014301021079,060014301021020,142
060014301021080,060014301021031,17918
060014301021081,060014301021031,310
060014301021082,060014301021010,1394
060014301021083,060014301021004,5135
060014301021084,060014301021000,77626
060014301021085,060014303001000,9972
060014301021086,060014301021017,56982
060014301021087,060014301021045,804
060014301021088,060014301021045,2672
060014301021089,060014099004010,4563
060014302001000,060014302001000,386931
060014302001001,060014302001001,2007042
060014302001002,060014302001002,1298
060014302001003,060014302001001,131753
060014302001004,060014302001010,3123
060014302001005,060014302001006,40474
060014302001006,060014302001001,1683
060014302001007,060014302001001,657
060014302001008,060014302001009,18204
060014302001009,060014302001001,657
060014302001010,060014302001007,69262
060014302001011,060014302001003,9487
060014302001012,060014302001008,24877
060014302001013,060014302001003,10705
060014302001014,060014302001005,28709
060014302001015,060014302001001,703
060014302001016,060014302001006,469
060014302001017,060014302001010,2830
060014302001018,060014302001011,239961
060014302001019,060014302001011,239
060014302001020,060014302001011,173
060014302001021,060014302001011,268169
060014302001022,060014302001011,1262
060014302001023,060014302001011,922
060014302001024,060014302001011,23231
060014302001025,060014302001011,12392
060014302001026,060014302001001,628
060014302001027,060014302001001,314
060014302001028,060014302001007,2440
060014302001029,060014302001011,10567
060014302001030,060014302001004,35689
060014302002000,060014302002000,21655
060014302002001,060014302002001,240
060014302002002,060014302002002,207
060014302002003,060014302002002,15834
060014302002004,060014302002001,40483
060014302002005,060014302002001,581
060014302002006,060014302002003,33778
060014302002007,060014302002004,21970
060014302002008,060014302002004,432
060014302002009,060014302002003,435
060014302002010,060014302002012,12955
060014302002011,060014302002000,9586
060014302002012,060014302002000,640
060014302002013,060014302002005,337
060014302002014,060014302002005,21494
060014302002015,060014302002006,22510
060014302002016,060014302002006,206
060014302002017,060014302002007,9421
060014302002018,060014302002007,19456
060014302002019,060014302002008,17022
060014302002020,060014302002009,17837
060014302002021,060014302002010,367
060014302002022,060014302002010,51489
060014302002023,060014302002011,136
060014302002024,060014302002011,9599
060014302003000,060014302003000,70419
060014302003001,060014302003001,33496
060014302003002,060014302003002,11759
060014302003003,060014302003003,66992
060014302003004,060014302003003,1260
060014302003005,060014302003005,169494
060014302003006,060014302003004,54716
060014302003007,060014302003006,2188
060014302004000,060014302004000,52881
060014302004001,060014302004001,18775
060014302004002,060014302004003,20825
060014302004003,060014302004004,67282
060014302004004,060014302004002,11038
060014302004005,060014302004001,85177
060014302004006,060014302004010,33979
060014302004007,060014302004009,15420
060014302004008,060014302004000,44693
060014302004009,060014302004011,26562
060014302004010,060014302004001,780
060014302004011,060014302004007,3094
060014302004012,060014302004006,1162
060014302004013,060014302004005,52590
060014302004014,060014302004012,1228
060014302004015,060014302004008,437
060014302004016,060014302004008,17373
060014302004017,060014302004008,1063
060014302004018,060014302004008,981
060014302005000,060014302005000,187329
060014302005001,060014302005000,33254
060014302005002,060014302005002,26881
060014302005003,060014302005002,30497
060014302005004,060014302005003,152421
060014302005005,060014302005000,24050
060014302005006,060014302005001,14733
060014302005007,060014302005005,20560
060014302005008,060014302005004,127281
060014302005009,060014302005006,14691
060014302005010,060014302005006,25791
060014302005011,060014302005007,24651
060014302005012,060014302005008,4158
060014303001000,060014301021044,51880
060014303001001,060014301021044,1177
060014303001002,060014301021044,309733
060014303001003,060014301021044,259727
060014303001004,060014303001000,118013
060014303001005,060014301021044,29793
060014303001006,060014303001000,890630
060014303001007,060014303001003,26871
060014303001008,060014303001002,15634
060014303001009,060014303001002,33577
060014303001010,060014303001001,152143
060014303001011,060014303001005,934
060014303001012,060014303001005,162924
060014303001013,060014303001004,57761
060014303001014,060014303001007,71582
060014303001015,060014303001008,72114
060014303001016,060014303001009,98138
060014303001017,060014303001006,1191
060014303001018,060014303001005,604
060014303001019,060014303001005,541
060014303001020,060014303001005,2202
060014303002000,060014303002000,15862
060014303002001,060014303002001,28825
060014303002002,060014303002002,32334
060014303002003,060014303002003,19379
060014303002004,060014303002004,64597
060014303002005,060014303002005,22939
060014303002006,060014303002004,1175
060014303002007,060014303002004,935
060014303002008,060014303002004,784
060014303002009,060014303002007,113534
060014303002010,060014303002007,556
060014303002011,060014303002007,298
060014303002012,060014303002007,586
060014303002013,060014303002007,796
060014303002014,060014303002008,13096
060014303002015,060014303002007,295
060014303002016,060014303002006,19500
060014303002017,060014303002007,1082
060014303003000,060014303003000,116658
060014303003001,060014303003002,13288
060014303003002,060014303003003,139074
060014303003003,060014303003003,24584
060014303003004,060014303003000,22856
060014303003005,060014303003000,10550
060014303003006,060014303003000,14827
060014303003007,060014303003001,19462
060014303003008,060014303003000,60700
060014304001000,060014304001000,44689
060014304001001,060014304001001,22728
060014304001002,060014304001002,14073
060014304001003,060014304001003,63507
060014304001004,060014304001004,60484
060014304001005,060014304001004,1118
060014304001006,060014304001005,28510
060014304001007,060014304001006,27304
060014304001008,060014304001007,27222
060014304001009,060014304001008,16039
060014304001010,060014304001009,2427
060014304001011,060014304001010,2255
060014304001012,060014304001011,22931
060014304001013,060014304001012,1327
060014304002000,060014304002000,31098
060014304002001,060014304002003,0
060014304002002,060014100001001,0
060014304002003,060014304002002,87494
060014304002004,060014304002002,15568
060014304002005,060014304002000,1636647
060014304002006,060014304002000,600
060014304002007,060014304002000,136828
060014304002008,060014304002000,9331
060014304002009,060014304002000,280
060014304002010,060014304002000,288
060014304002011,060014304002004,130137
060014304002012,060014304002000,23349
060014304002013,060014304002005,2091
060014305001000,060014305001000,177469
060014305001001,060014305001001,7224
060014305001002,060014305001001,3817
060014305001003,060014305001001,7005
060014305001004,060014305001001,700271
060014305001005,060014305001001,54458
060014305001006,060014305001001,5053
060014305001007,060014305001001,129273
060014305001008,060014305001001,8857
060014305001009,060014305001024,2979
060014305001010,060014305001023,17803
060014305001011,060014305001023,12958
060014305001012,060014305001024,2737
060014305001013,060014305001001,448
060014305001014,060014305001004,27158
060014305001015,060014305001005,23679
060014305001016,060014305001006,61961
060014305001017,060014305001007,20196
060014305001018,060014305001006,9804
060014305001019,060014305001008,175394
060014305001020,060014305001010,2370
060014305001021,060014305001009,2792
060014305001022,060014305001010,9321
060014305001023,060014305001012,12221
060014305001024,060014305001001,18026
060014305001025,060014305001011,7241
060014305001026,060014305001013,12077
060014305001027,060014305001014,10880
060014305001028,060014305001022,498
060014305001029,060014305001023,486
060014305001030,060014305001024,894
060014305001031,060014305001022,37981
060014305001032,060014305001021,32512
060014305001033,060014305001001,1323
060014305001034,060014305001020,19093
060014305001035,060014305001003,28012
060014305001036,060014305001019,61369
060014305002000,060014305002000,6456
060014305002001,060014305002000,1585
060014305002002,060014305002004,980
060014305002003,060014305002002,4291
060014305002004,060014305002008,16013
060014305002005,060014305002002,7209
060014305002006,060014305002007,17864
060014305002007,060014305002004,55877
060014305002008,060014305002012,35483
060014305002009,060014305002013,4568
060014305002010,060014305002016,19498
060014305002011,060014305002017,4170
060014305002012,060014305002016,437
060014305002013,060014305002011,60204
060014305002014,060014305002005,11903
060014305002015,060014305002006,16603
060014305002016,060014305002010,14613
060014305002017,060014305002009,44349
060014305002018,060014305002014,15259
060014305002019,060014305002015,3442
060014305003000,060014305003000,17634
060014305003001,060014305003001,6988
060014305003002,060014305003002,25699
060014305003003,060014305003003,26168
060014305003004,060014305003004,14887
060014305003005,060014305003005,3176
060014305003006,060014305003006,310
060014305003007,060014305003006,19182
060014305003008,060014305003007,14638
060014305003009,060014305003017,22495
060014305003010,060014305003019,32045
060014305003011,060014305003009,11448
060014305003012,060014305003020,20590
060014305003013,060014305003014,11410
060014305003014,060014305003014,4201
060014305003015,060014305003014,2875
060014305003016,060014305003014,19163
060014305003017,060014305003014,9952
060014305003018,060014305003013,44311
060014305003019,060014305003018,14159
060014305003020,060014305003021,14967
060014305003021,060014305003012,6571
060014305003022,060014305003023,12886
060014305003023,060014305003011,6434
060014306001000,060014306001001,52854
060014306001001,060014306001000,380222
060014306001002,060014306001002,62938
060014306001003,060014306001002,9688
060014306001004,060014306001003,104302
060014306001005,060014306001004,16098
060014306002000,060014306002000,1960
060014306002001,060014306002001,62333
060014306002002,060014306002002,361036
060014306002003,060014306002002,506
060014306002004,060014306002002,869
060014306002005,060014306002002,603
060014306002006,060014306002003,5630
060014306002007,060014306002002,1485
060014306002008,060014306002002,13118
060014306002009,060014306002006,7637
060014306002010,060014306002007,1135
060014306002011,060014306002002,2583
