GEOID,ZCTA,LAND_AREA
060014507015054,94586,275512
060014507015055,94586,1436530
060014507015056,94586,362609
060014507015057,94586,682984
060014507015058,94586,437105
060014507015059,94586,1296569
060014507015060,94539,15221
060014507015061,94586,43356
060014507015062,94586,110721
060014507015063,94586,104953
060014507015064,94586,3687415
060014507015065,94586,2818825
060014507015066,94586,1823405
060014507015067,94586,193088
060014507015068,94586,2042795
060014507015069,94586,4503373
060014507015071,94586,386979
060014507015072,94586,71592
060014507015073,94586,151246
060014507015075,94586,5627334
060014507015077,94586,2192738
060014507015078,94539,4973904
060014507015090,94586,0
060014507015094,94536,26823
060014507015095,94566,4182
060014507015096,94566,72187
060014507015097,94566,46232
060014507015098,94566,31194
060014507015099,94566,49392
060014507015100,94566,40137
060014507015101,94566,9036
060014507015102,94566,19297
060014507411000,94566,3614
060014507411001,94566,3123
060014507411002,94566,39276
060014507411003,94566,196267
060014507411004,94566,34737
060014507411005,94566,5850
060014507411006,94566,5734
060014507411007,94566,4509
060014507411008,94566,89326
060014507411009,94566,2671
060014507411010,94566,46976
060014507411011,94566,1176
060014507411012,94566,3741
060014507411013,94566,56288
060014507411014,94566,6370
060014507411015,94566,1425
060014507411016,94566,17467
060014507411017,94566,31421
060014507411018,94566,15539
060014507411019,94566,4883
060014507411020,94566,24858
060014507411021,94566,1494
060014507411022,94566,52383
060014507412000,94566,254165
060014507412001,94566,22805
060014507412002,94566,162715
060014507412003,94566,8618
060014507412004,94566,1829
060014507412005,94566,99502
060014507412006,94566,83904
060014507412007,94566,9817
060014507413000,94566,178326
060014507413001,94566,41686
060014507413002,94566,26000
060014507413003,94566,52423
060014507413004,94566,1128
060014507413005,94566,9897
060014507413006,94566,1346
060014507413007,94566,2147
060014507413008,94566,18772
060014507413009,94566,10264
060014507413010,94566,10622
060014507413011,94566,1254
060014507413012,94566,1079
060014507413013,94566,13271
060014507413014,94566,14737
060014507413015,94566,10174
060014507413016,94566,191590
060014507413017,94566,10443
060014507413018,94566,17835
060014507413019,94566,3014
060014507413020,94566,18186
060014507413021,94566,13386
060014507413022,94566,46691
060014507413023,94566,113867
060014507413024,94566,71898
060014507413025,94566,9852
060014507421000,94566,65426
060014507421001,94566,40874
060014507421002,94566,2454
060014507421003,94566,2417
060014507421004,94566,4405
060014507421005,94566,36858
060014507421006,94566,2206
060014507421007,94566,7125
060014507421008,94566,88398
060014507421009,94566,77864
060014507421010,94566,77864
060014507421011,94566,50250
060014507421012,94566,157983
060014507421013,94566,2413
060014507422000,94566,2857
060014507422001,94566,2531
060014507422002,94566,1628
060014507422003,94566,21490
060014507422004,94566,32080
060014507422005,94566,186034
060014507422006,94566,27011
060014507422007,94566,144069
060014507422008,94566,26255
060014507422009,94566,50158
060014507422010,94566,79512
060014507422011,94566,69749
060014507423000,94550,20922
060014507423001,94566,13037
060014507423002,94566,1757586
060014507423003,94550,0
060014507423004,94550,0
060014507423005,94550,17520
060014507423006,94550,2427301
060014507423007,94550,0
060014507423008,94550,9763
060014507423009,94566,12010
060014507423010,94566,0
060014507423011,94566,0
060014507423012,94566,1098206
060014507423013,94566,92491
060014507423014,94566,13076
060014507423015,94566,11934
060014507423016,94566,14203
060014507423017,94566,46439
060014507423018,94566,121405
060014507423019,94566,7897
060014507423020,94566,4367
060014507423021,94566,10328
060014507423022,94566,6371
060014507423023,94566,3962
060014507423024,94566,12080
060014507423025,94566,7345
060014507423026,94566,2474
060014507423027,94566,16372
060014507423028,94566,2503
060014507423029,94566,13347
060014507423030,94566,55703
060014507423031,94566,9108
060014507423032,94566,53854
060014507423033,94566,10724
060014507423034,94566,5997
060014507423035,94566,8122
060014507423036,94566,5389
060014507423037,94566,5488
060014507423038,94566,7689
060014507423039,94566,5077
060014507423040,94566,30888
060014507423041,94566,4127
060014507423042,94566,4020
060014507423043,94566,4073
060014507423044,94566,32639
060014507431000,94588,5315
060014507431001,94588,6481
060014507431002,94588,232379
060014507431003,94588,20226
060014507431004,94588,6928
060014507431005,94588,3975
060014507431006,94588,6548
060014507431007,94588,6123
060014507431008,94588,25143
060014507431009,94588,21593
060014507431010,94588,22924
060014507431011,94588,2763
060014507431012,94588,72266
060014507431013,94588,2152
060014507431014,94588,5489
060014507431015,94588,3582
060014507431016,94588,8660
060014507431017,94588,197388
060014507431018,94588,5083
060014507431019,94588,143708
060014507431020,94588,2337
060014507432000,94588,26465
060014507432001,94588,69334
060014507432002,94588,141591
060014507432003,94588,8028
060014507432004,94588,11042
060014507432005,94588,9139
060014507432006,94588,8133
060014507432007,94588,125357
060014507432008,94588,56219
060014507432009,94588,2466
060014507432010,94588,7783
060014507432011,94588,130591
060014507432012,94588,4828
060014507432013,94588,274233
060014507432014,94588,1853
060014507432015,94588,2943
060014507432016,94588,3180
060014507432017,94588,4839
060014507432018,94588,61439
060014507432019,94588,2305
060014507432020,94588,7874
060014507432021,94588,143900
060014507432022,94588,5557
060014507432023,94588,121052
060014507432024,94588,4444
060014507432025,94588,82985
060014507432026,94588,9252
060014507432027,94588,3651
060014507432028,94588,4425
060014507432029,94588,5741
060014507432030,94588,2768
060014507432031,94588,82573
060014507432032,94588,3379
060014507432033,94588,80468
060014507432034,94588,3650
060014507432035,94588,4403
060014507432036,94588,68121
060014507432037,94588,4000
060014507432038,94588,3781
060014507432039,94588,4207
060014507432040,94588,2114
060014507432041,94588,214597
060014507432042,94588,1609
060014507432043,94588,60054
060014507432044,94588,8211
060014507432045,94588,57057
060014507432046,94588,94581
060014507432047,94588,7181
060014507432048,94588,209574
060014507432049,94588,4470
060014507432050,94588,9483
060014507432051,94588,5776
060014507432052,94588,5350
060014507432053,94588,10102
060014507432054,94588,9564
060014507432055,94588,2731
060014507432056,94588,181199
060014507432057,94588,18444
060014507432058,94588,285133
060014507433000,94588,93255
060014507433001,94588,16427
060014507433002,94588,126517
060014507433003,94588,5715
060014507433004,94588,114216
060014507434000,94588,3309
060014507434001,94588,18750
060014507434002,94588,34028
060014507434003,94588,51059
060014507434004,94588,5608
060014507434005,94588,5215
060014507434006,94588,1950
060014507434007,94588,7186
060014507434008,94588,21550
060014507434009,94588,18303
060014507434010,94588,7603
060014507434011,94588,8661
060014507434012,94588,4621
060014507434013,94588,47632
060014507434014,94588,17351
060014507434015,94588,4035
060014507434016,94588,3131
060014507434017,94588,68477
060014507434018,94588,7916
060014507441000,94588,15147
060014507441001,94588,18976
060014507441002,94588,49323
060014507441003,94588,52860
060014507441004,94588,2175
060014507441005,94588,136691
060014507441006,94588,11613
060014507441007,94588,151009
060014507441008,94588,1039
060014507441009,94588,2311
060014507441010,94588,6830
060014507441011,94588,160193
060014507441012,94588,32091
060014507441013,94588,3775
060014507441014,94588,29434
060014507441015,94588,8322
060014507441016,94588,1413
060014507441017,94588,1178
060014507441018,94588,29300
060014507441019,94588,1870
060014507441020,94588,399931
060014507441021,94588,1099
060014507441022,94588,207576
060014507441023,94588,1132
060014507441024,94588,33566
060014507441025,94588,1134
060014507441026,94588,1098
060014507441027,94588,1728
060014507441028,94588,23491
060014507441029,94588,5067
060014507441030,94588,5648
060014507441031,94588,2663
060014507442000,94588,40557
060014507442001,94588,526207
060014507442002,94588,133209
060014507442003,94588,10024
060014507442004,94588,1061
060014507442005,94588,85684
060014507442006,94588,24267
060014507442007,94588,15663
060014507442008,94588,9891
060014507442009,94588,1626
060014507442010,94588,37545
060014507442011,94588,32925
060014507442012,94588,159776
060014507442013,94588,9110
060014507442014,94588,45723
060014507442015,94588,19410
060014507442016,94588,64322
060014507442017,94588,10001
060014507451000,94588,29358
060014507451001,94588,6691
060014507451002,94588,6263
060014507451003,94588,5977
060014507451004,94588,6752
060014507451005,94588,28273
060014507451006,94588,222650
060014507451007,94588,70661
060014507451008,94588,13402
060014507451009,94588,12991
060014507451010,94588,12752
060014507451011,94588,2009
060014507451012,94588,21873
060014507451013,94588,330661
060014507451014,94588,18159
060014507451015,94588,9170
060014507451016,94588,12382
060014507451017,94588,8080
060014507451018,94588,28786
060014507451019,94588,18426
060014507451020,94588,5209
060014507451021,94588,7130
060014507451022,94588,6790
060014507452000,94588,1169
060014507452001,94588,8627
060014507452002,94566,838459
060014507452003,94566,34307
060014507452004,94588,1015645
060014507452005,94588,171432
060014507452006,94588,0
060014507452007,94566,979381
060014507452008,94588,0
060014507452009,94566,130865
060014507452010,94566,10114
060014507452011,94566,9803
060014507452012,94588,258899
060014507452013,94566,63986
060014507452014,94588,1722
060014507452015,94588,1726
060014507452016,94566,1403
060014507452017,94566,41179
060014507452018,94566,5325
060014507452019,94566,6439
060014507452020,94588,20370
060014507452021,94588,12809
060014507452022,94566,17945
060014507452023,94566,135128
060014507452024,94566,18637
060014507452025,94566,53077
060014507452026,94566,1655
060014507453000,94588,7238
060014507453001,94588,19726
060014507453002,94588,28876
060014507453003,94588,87100
060014507453004,94588,18678
060014507453005,94588,39264
060014507453006,94588,91606
060014507453007,94588,2751
060014507453008,94588,4416
060014507453009,94588,14164
060014507453010,94588,21422
060014507453011,94588,98493
060014507453012,94588,38179
060014507453013,94588,21653
060014507453014,94588,3813
060014507453015,94588,8691
060014507453016,94588,6522
060014507453017,94588,2274
060014507453018,94588,4166
060014507453019,94588,8184
060014507453020,94588,17528
060014507453021,94588,22920
060014507453022,94588,28811
060014507453023,94588,20871
060014507461000,94566,9277
060014507461001,94566,92042
060014507461002,94566,5896
060014507461003,94566,60851
060014507461004,94566,172134
060014507461005,94566,17414
060014507461006,94566,16351
060014507461007,94566,11707
060014507461008,94566,8678
060014507461009,94566,11935
060014507461010,94566,3955
060014507461011,94566,73302
060014507461012,94566,6577
060014507461013,94566,7739
060014507461014,94566,4269
060014507461015,94566,6635
060014507461016,94566,4910
060014507461017,94566,3391
060014507461018,94566,3102
060014507461019,94566,3409
060014507461020,94566,53046
060014507461021,94566,2931
060014507461022,94566,4460
060014507461023,94566,126548
060014507461024,94566,377145
060014507461025,94566,83293
060014507461026,94566,5808
060014507461027,94566,14336
060014507461028,94566,124607
060014507461029,94566,15367
060014507461030,94566,6647
060014507461031,94566,6114
060014507461032,94566,67112
060014507461033,94566,1710
060014507461034,94566,6865
060014507461035,94566,15768
060014507462000,94566,34663
060014507462001,94566,1144
060014507462002,94566,1089
060014507462003,94566,21840
060014507462004,94566,75431
060014507462005,94566,1120
060014507462006,94566,19454
060014507462007,94566,2342
060014507462008,94566,2037
060014507462009,94566,11818
060014507462010,94566,31694
060014507462011,94566,1694
060014507462012,94566,1932
060014507462013,94566,28985
060014507462014,94566,30034
060014507462015,94566,1807
060014507462016,94566,1805
060014507462017,94566,29728
060014507501000,94568,12868
060014507501001,94568,761311
060014507501002,94568,7344
060014507501003,94568,2900
060014507501004,94568,23561
060014507501005,94568,133977
060014507501006,94568,4920
060014507501007,94568,1602
060014507501008,94568,2958
060014507501009,94568,1787
060014507501010,94568,21099
060014507501011,94568,12094
060014507501012,94568,99140
060014507501013,94568,8983
060014507502000,94568,18718
060014507502001,94568,202627
060014507502002,94568,19656
060014507502003,94568,4074
060014507502004,94568,5338
060014507502005,94568,10241
060014507502006,94568,8767
060014507502007,94568,24353
060014507502008,94568,12082
060014507502009,94568,118202
060014507502010,94568,20067
060014507502011,94568,15988
060014507502012,94568,4546
060014507502013,94568,24907
060014507502014,94568,3125
060014507502015,94568,5419
060014507502016,94568,32452
060014507502017,94568,33382
060014507502018,94568,25631
060014507511000,94551,2871167
060014507511001,94568,2966798
060014507511002,94568,17649
060014507511003,94568,13719
060014507511004,94568,718337
060014507511005,94568,40115
060014507511006,94568,15618
060014507511007,94568,13703
060014507511008,94568,7816
060014507511009,94568,73594
060014507511010,94568,582319
060014507511011,94568,27036
060014507511012,94568,29295
060014507511013,94568,19458
060014507511014,94568,14028
060014507511015,94568,23461
060014507511016,94568,31609
060014507511017,94568,16996
060014507511018,94568,23343
060014507511019,94568,30963
060014507511020,94568,16870
060014507511021,94568,18751
060014507511022,94568,15384
060014507511023,94568,19865
060014507511024,94568,16297
060014507511025,94568,20895
060014507511026,94568,39229
060014507511027,94568,39583
060014507511028,94568,23086
060014507511029,94551,21874
060014507511030,94551,254218
060014507511031,94568,8844
060014507511032,94568,13422
060014507511033,94568,16182
060014507511034,94568,18806
060014507511035,94568,22383
060014507511036,94568,16208
060014507511037,94568,7971
060014507511038,94568,27792
060014507511039,94568,16738
060014507511040,94568,67472
060014507511041,94568,44392
060014507511042,94568,26008
060014507511043,94568,32447
060014507511044,94568,7440
060014507511045,94568,13897
060014507511046,94568,18351
060014507511047,94568,15756
060014507511048,94568,26306
060014507511049,94568,14251
060014507511050,94568,17291
060014507511051,94568,16692
060014507511052,94568,123044
060014507511053,94568,17618
060014507511054,94568,28903
060014507511055,94568,301882
060014507511056,94568,11693
060014507511057,94568,2420
060014507511058,94568,3953
060014507511059,94568,14325
060014507511060,94568,7746
060014507511061,94568,8029
060014507512000,94568,191577
060014507512001,94568,6133
060014507512002,94568,11058
060014507512003,94568,5090
060014507512004,94568,22858
060014507512005,94568,11245
060014507512006,94568,1461
060014507512007,94568,47690
060014507512008,94568,28333
060014507512009,94568,28885
060014507512010,94568,34626
060014507512011,94568,15341
060014507512012,94568,38074
060014507512013,94568,1187
060014507512014,94568,82699
060014507512015,94568,8168
060014507512016,94568,17694
060014507512017,94568,9146
060014507512018,94568,24110
060014507512019,94568,34170
060014507512020,94568,88316
060014507512021,94568,10239
060014507512022,94568,8693
060014507512023,94568,17342
060014507512024,94568,5106
060014507512025,94568,25740
060014507512026,94568,3256
060014507512027,94568,1281
060014507512028,94568,27461
060014507512029,94568,17401
060014507512030,94568,41410
060014507512031,94568,96359
060014507512032,94568,5224
060014507512033,94568,10056
060014507512034,94568,19969
060014507521000,94551,8533270
060014507521001,94551,146122
060014507521002,94588,1115938
060014507521003,94588,696077
060014507521004,94568,1471505
060014507521005,94568,21476
060014507521006,94568,12573
060014507521007,94568,41604
060014507521008,94568,27704
060014507521009,94568,8988
060014507521010,94568,20160
060014507521011,94568,91057
060014507521012,94568,14442
060014507521013,94568,31972
060014507521014,94568,192204
060014507521015,94568,193049
060014507521016,94568,5943
060014507521017,94568,281129
060014507521018,94568,24317
060014507521019,94568,15446
060014507521020,94568,24486
060014507521021,94568,14073
060014507521022,94568,16637
060014507521023,94568,64348
060014507521024,94568,11994
060014507521025,94568,14766
060014507521026,94568,24080
060014507521027,94568,28878
060014507521028,94568,21775
060014507521029,94568,25382
060014507521030,94568,45005
060014507521031,94568,20156
060014507521032,94551,1163199
060014507521033,94551,1377
060014507521034,94551,43685
060014507521035,94551,13881
060014507521036,94551,7352
060014507521037,94551,4199
060014507521038,94551,5084
060014507521039,94551,1306
060014507521040,94551,9810
060014507521041,94551,6774
060014507521042,94568,147314
060014507521043,94568,38236
060014507521044,94568,60607
060014507521045,94568,35324
060014507521046,94568,7095
060014507521047,94568,1228
060014507521048,94568,4035
060014507521049,94551,96429
060014507521050,94551,4957
060014507521051,94551,93826
060014507521052,94551,137252
060014507521053,94551,137636
060014507521054,94551,63301
060014507521055,94568,6401
060014507521056,94568,8442
060014507521057,94568,20650
060014507521058,94568,13547
060014507521059,94568,137626
060014507521060,94568,15883
060014507521061,94568,19784
060014507521062,94568,16746
060014507521063,94568,85838
060014507521064,94568,45432
060014507521065,94568,17404
060014507521066,94568,46140
060014507522000,94568,862730
060014507522001,94568,3365
060014507522002,94568,75849
060014507522003,94568,15091
060014507522004,94568,29742
060014507522005,94568,29486
060014507522006,94568,294785
060014507522007,94568,22050
060014507522008,94568,20236
060014507522009,94568,17862
060014507522010,94568,25417
060014507522011,94568,61805
060014507522012,94568,36374
060014507522013,94568,28525
060014507522014,94568,14545
060014507522015,94568,36415
060014507522016,94568,14603
060014507522017,94568,9743
060014507522018,94568,19823
060014507522019,94568,27999
060014511021000,94550,216622
060014511021001,94550,1398
060014511021002,94550,13933
060014511021003,94550,147018
060014511021004,94550,47270
060014511021005,94550,26879
060014511021006,94550,6642
060014511021007,94550,65147
060014511021008,94550,34071
060014511021009,94550,2318
060014511021010,94550,3180
060014511021011,94550,19487
060014511021012,94550,47537
060014511021013,94550,90071
060014511021014,94550,3024
060014511021015,94550,155593
060014511022000,94550,106982
060014511022001,94550,33518
060014511022002,94550,11871
060014511022003,94550,21116
060014511022004,94550,37015
060014511022005,94550,16891
060014511022006,94550,23049
060014511022007,94550,25208
060014511022008,94550,23467
060014511022009,94550,41631
060014511022010,94550,129019
060014511022011,94550,16765
060014511022012,94550,15926
060014511022013,94550,24507
060014511022014,94550,12762
060014511022015,94550,27680
060014511022016,94550,31383
060014511022017,94550,62087
060014511022018,94550,599671
060014511022019,94550,16809
060014511022020,94550,30069
060014511022021,94550,64140
060014511022022,94550,11271
060014511022023,94550,14438
060014511022024,94550,67829
060014511022025,94550,15135
060014511022026,94550,379151
060014511022027,94550,499758
060014511022028,94550,50546
060014511022029,94550,1613
060014511022030,94550,4273
060014511022031,94550,18360
060014511022032,94550,10709
060014511022033,94550,9375
060014511023000,94550,512490
060014511023001,94550,29380
060014511023002,94550,24836
060014511023003,94550,19163
060014511023004,94550,12119
060014511023005,94550,41140
060014511023006,94550,20214
060014511023007,94550,11120
060014511023008,94550,56555
060014511023009,94550,12378
060014511023010,94550,22627
060014511023011,94550,76975
060014511023012,94550,34489
060014511023013,94550,84365
060014511023014,94550,34255
060014511023015,94550,16771
060014511023016,94550,62296
060014511023017,94550,104311
060014511023018,94550,4101
060014511031000,94550,3587
060014511031001,94550,56944
060014511031002,94550,431283
060014511031003,94550,10538
060014511031004,94550,93590
060014511031005,94550,3978
060014511031006,94550,9279
060014511031007,94550,10311
060014511031008,94550,1836324
060014511031009,94550,39838
060014511031010,94550,5412
060014511031011,94550,2199
060014511031012,94550,8612
060014511031013,94550,10417
060014511031014,94550,43144
060014511031015,94550,1180929
060014511031016,94550,32929
060014511031017,94550,223357
060014511031018,94550,8042
060014511031019,94550,8778
060014511032000,94550,412323
060014511032001,94550,1557973
060014511032002,94550,5877
060014511032003,94550,170515
060014511032004,94550,30885
060014511032005,94550,1599
060014511032006,94550,2171
060014511032007,94550,8561
060014511032008,94550,17082
060014511032009,94550,9284
060014511032010,94550,32147
060014511032011,94550,1923
060014511032012,94550,15123
060014511032013,94550,168051
060014511032014,94550,200536
060014511032015,94550,95389
060014511032016,94550,10941973
060014511032017,94550,239370
060014511032018,94550,3947317
060014511032019,94550,599554
060014511032020,94550,8619
060014511032021,94550,6349128
060014511032022,94550,405968
060014511032023,94550,826321
060014511032024,94550,765728
060014511032025,94550,2941980
060014511032026,94550,55957
060014511032027,94550,76720
060014511032028,94550,9647
060014511032029,94550,3497
060014511032030,94550,1115
060014511032031,94550,33321
060014511032032,94550,10091
060014511032033,94550,631784
060014511032034,94550,1762
060014511032035,94550,16484744
060014511032036,94550,147866
060014511032037,94550,1375322
060014511032038,94550,4315082
060014511032039,94550,628022
060014511032040,94550,124111
060014511032041,94550,504702
060014511032042,94550,786147
060014511032043,94550,466839
060014511032044,94550,4857
060014511032045,94550,1060
060014511032046,94550,2535
060014511032047,94550,7063
060014511032048,94550,2526
060014511032049,94550,1332
060014511032050,94550,1077
060014511032051,94550,4722
060014511032052,94550,6600
060014511032053,94550,9795
060014511032054,94550,287671
060014511032055,94550,489650
060014511041000,94505,7026
060014511041001,94505,0
060014511041002,94505,8747
060014511041003,94505,190284
060014511041004,94505,1284743
060014511041005,94505,37258
060014511041006,94514,2073908
060014511041007,94505,151807
060014511041008,94514,2538378
060014511041009,94514,953152
060014511041010,94514,2605431
060014511041011,94514,0
060014511041012,94514,9337
060014511041013,95391,9981095
060014511041014,94514,0
060014511041015,95391,0
060014511041016,94514,0
060014511041017,94514,80812
060014511041018,94514,0
060014511041019,95391,0
060014511041020,95391,13009
060014511041021,94551,2711277
060014511041022,95391,4391408
060014511041023,95391,0
060014511041024,95391,128117
060014511041025,95391,5288642
060014511041026,95391,185197
060014511041027,95391,0
060014511041028,94514,98078
060014511041029,94514,959831
060014511041030,94514,275012
060014511041031,94514,893795
060014511041032,94514,473069
060014511041033,94514,2533765
060014511041034,95391,3368500
060014511041035,95391,737321
060014511041036,95391,9560
060014511041037,95391,6459
060014511041038,95391,1051566
060014511041039,95391,299365
060014511041040,95391,356251
060014511041041,95391,0
060014511041042,95391,0
060014511041043,95391,450084
060014511041044,95391,12615
060014511041045,95391,10678
060014511041046,95391,0
060014511041047,95391,923478
060014511041048,95391,561885
060014511041049,95391,3460102
060014511041050,95391,2092390
060014511041051,95391,8682119
060014511041052,95391,89123
060014511041053,95391,5274
060014511041054,95391,871844
060014511041055,95391,2186900
060014511041056,94551,4246007
060014511041057,94551,1515269
060014511041058,94551,27967631
060014511041059,94551,26172
060014511041060,94551,33475
060014511041061,94551,18631
060014511041062,94551,120270
060014511041063,94551,793999
060014511041064,94551,49804
060014511041065,94551,37113
060014511041066,94551,40571
060014511041067,94551,269946
060014511041068,94551,23122
060014511041069,94551,62940
060014511041070,94551,102051
060014511041071,94551,28558
060014511041072,95391,504473
060014511041073,95391,519016
060014511041074,95391,2126134
060014511041075,94551,3523272
060014511041076,94551,127885
060014511041077,94551,42682
060014511041078,94551,20140
060014511041079,94551,62330
060014511041080,94551,291729
060014511041081,94551,5751
060014511041082,94551,29529
060014511041083,94551,64370
060014511041084,94551,15190
060014511041085,94551,1876
060014511041086,94551,13428
060014511041087,94551,22301
060014511041088,94551,3407
060014511041089,94551,1772
060014511041090,94551,6059
060014511041091,94551,4233731
060014511041092,94551,94362
060014511041093,94551,143560
060014511041094,94551,104600
060014511041095,94551,508429
060014511041096,94551,28653
060014511041097,94514,122304
060014511042000,94551,36164
060014511042001,94551,34465
060014511042002,94551,16237
060014511042003,94551,87813
060014511042004,94551,7556
060014511042005,94551,93639
060014511042006,94551,31357
060014511042007,94551,48523
060014511042008,94551,2022
060014511042009,94551,45396
060014511042010,94551,2077
060014511042011,94551,5131
060014511042012,94551,149783
060014511042013,94551,16917
060014511042014,94551,16614
060014511042015,94551,16035
060014511042016,94551,31203
060014511042017,94551,65668
060014511042018,94551,93325
060014511042019,94551,1655
060014511043000,95377,92514
060014511043001,95377,0
060014511043002,95377,1518
060014511043003,95377,10331
060014511043004,95377,11979
060014511043005,95377,29987
060014511043006,95377,14457
060014511043007,95377,111596
060014511043008,95377,2327559
060014511043009,95377,66722
060014511043010,95377,5157514
060014511043011,95377,136207
060014511043012,95377,389107
060014511043013,95377,485365
060014511043014,94550,6114873
060014511043015,94550,51341
060014511043016,94550,269072
060014511043017,94550,1679876
060014511043018,95377,166343
060014511043019,95377,1481724
060014511043020,94550,4333670
060014511043021,94550,4088003
060014511043022,94550,8750670
060014511043023,94550,8880484
060014511043024,94550,74878
060014511043025,94550,1400178
060014511043026,94551,96751
060014511043027,94550,312846
060014511043028,94550,15890
060014511043029,94550,1317829
060014511043030,94551,18900
060014511043031,94550,343402
060014511043032,94550,3864
060014511043033,94551,57249
060014511043034,94551,113987
060014511043035,94551,5401
060014511043036,94551,65985
060014511043037,94551,102838
060014511043038,94551,313972
060014511043039,94551,92880
060014511043040,94551,144237
060014511043041,94551,212949
060014511043042,94551,88817
060014511043043,94551,2036
060014511043044,94551,65369
060014511043045,94551,3724
060014511043046,94551,11489
060014511043047,94551,88568
060014511043048,94551,4947
060014511043049,94551,1651
060014511043050,94551,6677
060014511043051,94551,434780
060014511043052,94551,159460
060014511043053,94551,4753
060014511043054,94551,3275
060014511043055,94550,8930
060014511043056,94551,2298
060014511043057,94551,226471
060014511043058,94551,61058
060014511043059,94551,2507
060014511043060,94551,2938
060014511043061,94551,1981
060014511043062,94550,52391
060014511043063,94550,846572
060014511043064,94550,2254
060014511043065,94550,1456
060014511043066,94550,617486
060014511043067,94550,2256
060014511043068,94550,6015
060014511043069,94550,4207
060014511043070,94551,1983
060014511043071,94550,6656
060014511043072,94550,5470
060014511043073,94550,2025811
060014511043074,95377,13418447
060014511043075,95377,3699658
060014511043076,94550,8991745
060014511043077,94550,4480004
060014511043078,94550,6550585
060014511043079,94550,128364
060014511043080,94550,679044
060014511043081,94550,152031
060014511043082,94550,4265750
060014511043083,94550,77464
060014511043084,94550,1250097
060014511043085,94550,1615
060014511043086,94550,1580
060014511043087,94550,17360351
060014511043088,94550,120891
060014511043089,94550,114960
060014511043090,94550,7806269
060014511043091,94550,13394755
060014511043092,95377,2788822
060014511043093,94550,2681241
060014511043094,94550,3292274
060014511043095,94550,2219082
060014511043096,94550,3480480
060014511043097,94550,344297
060014511043098,94550,3082921
060014511043099,94550,5959489
060014511043100,94550,2574488
060014511043101,94550,3278002
060014511043102,94550,2037659
060014511043103,94550,4865634
060014511043104,94550,17284764
060014511043105,94550,293456
060014511043106,94550,1119679
060014511043107,94550,2804820
060014511043108,94550,2156620
060014511043109,94550,3963618
060014511043110,94550,926203
060014511043111,94550,806641
060014511043112,94550,25847640
060014511043113,94550,2933747
060014511043114,94550,57287
060014511043115,94550,5739472
060014511043116,94550,9535877
060014511043117,94550,188106
060014511043118,94550,3358533
060014511043119,94550,11776752
060014511043120,94550,35387388
060014511043121,94550,1429996
060014511043122,94550,8400630
060014511043125,94550,12265
060014511043126,94550,0
060014511043127,94550,1127869
060014511043128,94550,1043787
060014511043129,94550,1387275
060014511043130,94550,1905345
060014511043131,94550,3183091
060014511043132,94550,15049570
060014511043133,94550,24331
060014511043134,94550,25006029
060014511043135,94550,0
060014511043136,94550,13207
060014511043139,94550,10425356
060014511043140,94550,437274
060014511043141,94550,1459655
060014512011000,94551,187777
060014512011001,94551,1159
060014512011002,94551,80227
060014512011003,94551,8675
060014512011004,94551,31029
060014512011005,94551,25329
060014512011006,94551,14658
060014512011007,94551,104823
060014512011008,94551,4809
060014512011009,94551,58885
060014512011010,94551,9391
060014512011011,94551,5379
060014512011012,94551,4725
060014512011013,94551,17448
060014512011014,94551,28503
060014512011015,94551,2858
060014512011016,94551,15089
060014512011017,94551,9383
060014512011018,94551,14967
060014512011019,94551,15865
060014512011020,94551,2660
060014512011021,94551,6697
060014512012000,94551,151069
060014512012001,94551,442176
060014512012002,94551,98212
060014512012003,94551,16710
060014512012004,94551,33963
060014512012005,94551,23065
060014512012006,94551,36763
060014512012007,94551,23726
060014512012008,94551,26559
060014512012009,94551,33007
060014512012010,94551,32369
060014512012011,94551,29776
060014512012012,94551,77758
060014512012013,94551,34198
060014512012014,94551,50940
060014512012015,94551,14037
060014512012016,94551,1670
060014512012017,94551,37501
060014512012018,94551,5284
060014512012019,94551,3215
060014512012020,94551,2343
060014512012021,94551,2969
060014512012022,94551,21466
060014512012023,94551,14155
060014512012024,94551,62432
060014512012025,94551,21483
060014512012026,94551,19383
060014512012027,94551,1017
060014512012028,94551,10360
060014512013000,94551,673256
060014512013001,94551,65374
060014512013002,94551,16720
060014512013003,94551,37925
060014512013004,94551,25161
060014512013005,94551,45769
060014512013006,94551,16351
060014512013007,94551,24733
060014512013008,94551,13603
060014512013009,94551,11233
060014512013010,94551,16718
060014512013011,94551,28975
060014512013012,94551,62695
060014512013013,94551,92766
060014512014000,94551,117436
060014512014001,94551,15996
060014512014002,94551,3011
060014512014003,94551,17120
060014512014004,94551,34419
060014512014005,94551,49303
060014512014006,94551,126784
060014512014007,94551,20544
060014512014008,94551,15919
060014512014009,94551,87397
060014512014010,94551,30447
060014512014011,94551,15203
060014512014012,94551,19405
060014512021000,94551,14201742
060014512021001,94551,67411
060014512021002,94551,194041
060014512021003,94551,186895
060014512021004,94551,738258
060014512021005,94551,23584
060014512021006,94551,12100728
060014512021007,94551,397484
060014512021008,94551,1898738
060014512021009,94551,2898265
060014512021010,94551,1707103
060014512021011,94551,24879
060014512021012,94551,79352
060014512021013,94551,21000
060014512021014,94551,31229
060014512021015,94551,15122
060014512021016,94551,535367
060014512021017,94551,10369
060014512021018,94551,49624
